flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.0043468475341796875,506,514,510.0,4.0,460.1035541904344,234652.81263712153,1,1,506,514,0.0043468475341796875,0.0043468475341796875,0.0043468475341796875,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,620,0.006290912628173828,286,334,310.0,24.0,317.91889638444627,98554.85787917835,1,1,334,286,0.006290912628173828,0.006290912628173828,0.006290912628173828,0.0
flow_3,172.28.0.2,172.28.0.3,,,ESP,582,618892,5.986219167709351,122,1514,1063.3883161512028,272.89562925832774,97.22330300557714,103386.12447375884,571,11,612798,6094,0.0,0.04256486892700195,0.010303303214646042,0.014792978158760602
