flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.010384798049926758,506,514,510.0,4.0,192.58920494983585,98220.49452441628,1,1,506,514,0.010384798049926758,0.010384798049926758,0.010384798049926758,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.015954971313476562,286,318,302.0,16.0,125.35277943813509,37856.53939031679,1,1,318,286,0.015954971313476562,0.015954971313476562,0.015954971313476562,0.0
flow_3,172.28.0.2,172.28.0.3,,,ESP,821,832854,8.062292098999023,74,1414,1014.4384896467723,349.67441641533424,101.83208322381815,103302.38470315449,807,14,824090,8764,1.9073486328125e-06,0.07433915138244629,0.009832063535364663,0.010975803245491406
