flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,,,ESP,674,745800,6.9870851039886475,94,1510,1106.5281899109793,233.9192712592456,96.46368835771592,106739.7904706002,662,12,738048,7752,9.5367431640625e-07,0.056561946868896484,0.010381998668630977,0.012778884501518777
flow_2,172.28.0.2,172.28.0.3,,,ICMP,12,7080,6.005053997039795,590,590,590.0,0.0,1.9983167521749892,1179.0068837832437,0,12,0,7080,0.0002231597900390625,1.0153708457946777,0.5459139997308905,0.495779536097146
