flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.007825136184692383,506,514,510.0,4.0,255.58660613631517,130349.16912952073,1,1,506,514,0.007825136184692383,0.007825136184692383,0.007825136184692383,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,588,0.012231826782226562,270,318,294.0,24.0,163.50787462965852,48071.3151411196,1,1,318,270,0.012231826782226562,0.012231826782226562,0.012231826782226562,0.0
flow_3,172.28.0.2,172.28.0.3,,,ESP,38,6096,7.917340993881226,110,218,160.42105263157896,33.97261403182164,4.799591179585118,769.9554692302862,19,19,2926,3170,0.00012493133544921875,0.9576320648193359,0.2139821890238169,0.3008980896414738
flow_4,172.28.0.2,172.28.0.3,41460,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_5,172.28.0.2,172.28.0.3,,,ICMP,13,1790,7.891237020492554,107,162,137.69230769230768,18.18445919495594,1.647396975434983,226.83389123297073,0,13,0,1790,0.3115980625152588,0.9990971088409424,0.6576030850410461,0.2391672828551757
flow_6,172.28.0.2,172.28.0.3,41472,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_7,172.28.0.2,172.28.0.3,41480,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_8,172.28.0.2,172.28.0.3,41494,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_9,172.28.0.2,172.28.0.3,41506,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_10,172.28.0.2,172.28.0.3,52492,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
