flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.01860189437866211,506,514,510.0,4.0,107.51593140396298,54833.12501602112,1,1,506,514,0.01860189437866211,0.01860189437866211,0.01860189437866211,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,363,114238,9.234867095947266,142,382,314.7052341597796,34.38541317579648,39.30754998729793,12370.291722999837,349,14,109642,4596,4.0531158447265625e-06,2.1939609050750732,0.025510682585489684,0.11504185445102365
flow_3,172.28.0.2,172.28.0.3,,,ICMP,13,3500,7.005724191665649,157,318,269.2307692307692,39.97336391255066,1.8556254349072767,499.5914632442668,0,13,0,3500,0.004590034484863281,1.011335849761963,0.5838103493054708,0.47413105036149283
