flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.012249946594238281,506,514,510.0,4.0,163.2660179057999,83265.66913195795,1,1,506,514,0.012249946594238281,0.012249946594238281,0.012249946594238281,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,588,0.00839090347290039,270,318,294.0,24.0,238.35335568562823,70075.8865715747,1,1,318,270,0.00839090347290039,0.00839090347290039,0.00839090347290039,0.0
flow_3,172.28.0.2,172.28.0.3,,,ESP,38,6840,5.894531965255737,110,358,180.0,68.98207242312652,6.446652630604803,1160.3974735088646,22,16,3800,3040,9.608268737792969e-05,0.8262279033660889,0.15931167473664154,0.23710196479863016
flow_4,172.28.0.2,172.28.0.3,44488,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_5,172.28.0.2,172.28.0.3,,,ICMP,11,1877,5.12428092956543,103,304,170.63636363636363,71.44263143793668,2.1466426511734724,366.29529602296435,0,11,0,1877,0.007403135299682617,1.0723850727081299,0.512428092956543,0.4178886207289811
flow_6,172.28.0.2,172.28.0.3,44500,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_7,172.28.0.2,172.28.0.3,44516,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_8,172.28.0.2,172.28.0.3,44528,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_9,172.28.0.2,172.28.0.3,44532,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
