flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.015556097030639648,506,514,510.0,4.0,128.56695326988213,65569.14616763989,1,1,506,514,0.015556097030639648,0.015556097030639648,0.015556097030639648,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,32,7448,9.744241952896118,130,418,232.75,105.88407576212771,3.283990704940283,764.3488365748508,16,16,3676,3772,0.0,2.1778159141540527,0.31433038557729415,0.5237834227989541
flow_3,172.28.0.2,172.28.0.3,45952,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_4,172.28.0.2,172.28.0.3,,,ICMP,8,1939,7.1085100173950195,124,341,242.375,89.7175254618628,1.1254116517277801,272.7716490875207,0,8,0,1939,0.10851597785949707,2.616393804550171,1.0155014310564314,1.010216281506616
flow_5,172.28.0.2,172.28.0.3,45954,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_6,172.28.0.2,172.28.0.3,58218,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_7,172.28.0.2,172.28.0.3,58222,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_8,172.28.0.2,172.28.0.3,58230,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_9,172.28.0.2,172.28.0.3,58232,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_10,172.28.0.2,172.28.0.3,58238,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
