flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.011612892150878906,506,514,510.0,4.0,172.2223864662889,87833.41709780734,1,1,506,514,0.011612892150878906,0.011612892150878906,0.011612892150878906,0.0
flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.013149023056030273,286,318,302.0,16.0,152.10255480408333,45934.971550833165,1,1,318,286,0.013149023056030273,0.013149023056030273,0.013149023056030273,0.0
flow_3,172.28.0.2,172.28.0.3,,,ESP,12,1560,6.613836050033569,122,138,130.0,8.0,1.814378207929586,235.8691670308462,6,6,828,732,0.0001399517059326172,1.9788918495178223,0.6012578227303245,0.707152993762377
flow_4,172.28.0.2,172.28.0.3,39594,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_5,172.28.0.2,172.28.0.3,39596,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_6,172.28.0.2,172.28.0.3,39606,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_7,172.28.0.2,172.28.0.3,39618,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_8,172.28.0.2,172.28.0.3,39620,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
flow_9,172.28.0.2,172.28.0.3,39628,8080,TCP,1,54,0.0,54,54,54.0,0.0,0.0,0.0,0,1,0,54,0.0,0.0,0.0,0.0
