flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,flow_duration_seconds,min_packet_size,max_packet_size,avg_packet_size,packet_size_std,packets_per_second,bytes_per_second,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,min_inter_arrival_seconds,max_inter_arrival_seconds,avg_inter_arrival_seconds,inter_arrival_std
exp_001_voip_tunnel_aes_gcm_16_256_1789042363_flow_1,172.28.0.2,172.28.0.3,4500,4500,UDP,313,97786,5.9797680377960205,138,374,312.41533546325877,36.25742212833473,52.34316749774182,16352.808233016553,302,11,94200,3586,0.0,0.029308080673217773,0.019165923198064167,0.005748553477232332
exp_001_voip_tunnel_aes_gcm_16_256_1789042363_flow_2,172.28.0.2,172.28.0.3,,,ICMP,11,2889,4.9999611377716064,162,311,262.6363636363636,37.63526568446802,2.2000170995133983,577.8044909540189,0,11,0,2889,9.5367431640625e-07,1.0062940120697021,0.49999611377716063,0.483186492361479
exp_002_voip_transport_aes_gcm_16_128_1789042405_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.009861946105957031,506,514,510.0,4.0,202.7997292331496,103427.8619089063,1,1,506,514,0.009861946105957031,0.009861946105957031,0.009861946105957031,0.0
exp_002_voip_transport_aes_gcm_16_128_1789042405_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.009539127349853516,286,318,302.0,16.0,209.662784303924,63318.16085978506,1,1,318,286,0.009539127349853516,0.009539127349853516,0.009539127349853516,0.0
exp_002_voip_transport_aes_gcm_16_128_1789042405_flow_3,172.28.0.2,172.28.0.3,,,ESP,408,118448,7.990386009216309,250,358,290.3137254901961,25.235743555270755,51.06136293408137,14823.814502000172,395,13,114198,4250,6.914138793945312e-05,0.030536174774169922,0.019632398057042526,0.0044346618376734
exp_003_voip_tunnel_aes_cbc_256_1789042449_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.008044004440307617,506,514,510.0,4.0,248.63238388808205,126802.51578292184,1,1,506,514,0.008044004440307617,0.008044004440307617,0.008044004440307617,0.0
exp_003_voip_tunnel_aes_cbc_256_1789042449_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.03150796890258789,286,318,302.0,16.0,63.47600526658292,19169.753590508044,1,1,318,286,0.03150796890258789,0.03150796890258789,0.03150796890258789,0.0
exp_003_voip_tunnel_aes_cbc_256_1789042449_flow_3,172.28.0.2,172.28.0.3,,,ESP,400,129264,7.991615056991577,282,394,323.16,25.89699596478325,50.0524608789877,16174.953257653666,387,13,124670,4594,9.608268737792969e-05,0.055963993072509766,0.020029110418525255,0.009710473049530304
exp_003_voip_tunnel_aes_cbc_256_1789042449_flow_4,172.28.0.2,172.28.0.3,,,ICMP,13,3682,7.006824016571045,245,320,283.2307692307692,28.700452545758942,1.8553341669856662,525.4877232954788,0,13,0,3682,0.006165027618408203,1.0140810012817383,0.5839020013809204,0.47778728670760623
exp_004_voip_transport_aes_cbc_128_1789042493_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.01364588737487793,506,514,510.0,4.0,146.56430505809382,74747.79557962785,1,1,506,514,0.01364588737487793,0.01364588737487793,0.01364588737487793,0.0
exp_004_voip_transport_aes_cbc_128_1789042493_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,620,0.01471400260925293,286,334,310.0,24.0,135.92494531313295,42136.73304707121,1,1,334,286,0.01471400260925293,0.01471400260925293,0.01471400260925293,0.0
exp_004_voip_transport_aes_cbc_128_1789042493_flow_3,172.28.0.2,172.28.0.3,,,ESP,316,94456,5.999217987060547,122,378,298.9113924050633,36.39418157469114,52.67353189725173,15744.718762300028,304,12,90656,3800,0.00013399124145507812,0.04882407188415527,0.01904513646685888,0.009996632309996397
exp_005_voip_tunnel_3des_cbc_1789042535_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,4,988,0.0829160213470459,198,286,247.0,39.63584236521283,48.24158148228021,11915.670626123212,2,2,504,484,0.0019350051879882812,0.07238507270812988,0.027638673782348633,0.031757121902071465
exp_005_voip_tunnel_3des_cbc_1789042535_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,351,110486,9.283257007598877,106,382,314.77492877492875,31.254001196757077,37.81000565994095,11901.641838587566,337,14,106186,4300,5.9604644775390625e-06,2.178615093231201,0.026523591450282505,0.1162082410993656
exp_005_voip_tunnel_3des_cbc_1789042535_flow_3,172.28.0.2,172.28.0.3,,,ICMP,12,3233,6.001428842544556,244,320,269.4166666666667,21.997948136638158,1.999523832546534,538.7050458852453,0,12,0,3233,0.0028200149536132812,1.0166850090026855,0.5455844402313232,0.4829527064122772
exp_006_voip_transport_3des_cbc_1789042578_flow_1,172.28.0.2,172.28.0.3,,,ESP,298,86068,6.002117872238159,246,334,288.81879194630875,23.57568241271438,49.64914157690097,14339.60509141179,286,12,82428,3640,0.00010418891906738281,0.06383299827575684,0.020209151084976968,0.015184627577678717
exp_007_voip_tunnel_aes_gcm_16_256_1789042620_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.00739598274230957,506,514,510.0,4.0,270.41707230585735,137912.70687598723,1,1,506,514,0.00739598274230957,0.00739598274230957,0.00739598274230957,0.0
exp_007_voip_tunnel_aes_gcm_16_256_1789042620_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,588,0.009711980819702148,270,318,294.0,24.0,205.93121394378298,60543.7768994722,1,1,318,270,0.009711980819702148,0.009711980819702148,0.009711980819702148,0.0
exp_007_voip_tunnel_aes_gcm_16_256_1789042620_flow_3,172.28.0.2,172.28.0.3,,,ESP,299,90398,6.000294923782349,130,374,302.3344481605351,37.791124366480076,49.830883947871385,15065.592799731363,287,12,86630,3768,5.9604644775390625e-06,0.0872030258178711,0.020135217865041438,0.018459054449572534
exp_007_voip_tunnel_aes_gcm_16_256_1789042620_flow_4,172.28.0.2,172.28.0.3,,,ICMP,12,3104,6.0000200271606445,111,319,258.6666666666667,50.40888369678062,1.9999933243020678,517.3316065528015,0,12,0,3104,0.0005509853363037109,1.0299720764160156,0.5454563661055132,0.4834381583005449
exp_008_voip_transport_aes_gcm_16_128_1789042662_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.0108489990234375,506,514,510.0,4.0,184.34880450070324,94017.89029535865,1,1,506,514,0.0108489990234375,0.0108489990234375,0.0108489990234375,0.0
exp_008_voip_transport_aes_gcm_16_128_1789042662_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.01670217514038086,286,318,302.0,16.0,119.74488251919948,36162.954520798245,1,1,318,286,0.01670217514038086,0.01670217514038086,0.01670217514038086,0.0
exp_008_voip_transport_aes_gcm_16_128_1789042662_flow_3,172.28.0.2,172.28.0.3,,,ESP,345,100842,6.993970155715942,250,342,292.295652173913,23.5930377520948,49.32820591435364,14418.420118305072,333,12,97074,3768,7.867813110351562e-06,0.08872103691101074,0.020331308592197506,0.018070571937396834
exp_009_voip_tunnel_aes_cbc_256_1789042705_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.006448984146118164,506,514,510.0,4.0,310.1263632666642,158164.44526599874,1,1,506,514,0.006448984146118164,0.006448984146118164,0.006448984146118164,0.0
exp_009_voip_tunnel_aes_cbc_256_1789042705_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,305,101050,8.18043303489685,286,402,331.3114754098361,24.270835891504564,37.28408981516048,12352.64680597366,293,12,96902,4148,7.009506225585938e-05,2.173902988433838,0.02690931919373964,0.12343780648385716
exp_009_voip_tunnel_aes_cbc_256_1789042705_flow_3,172.28.0.2,172.28.0.3,,,ICMP,11,3021,5.006783962249756,245,319,274.6363636363636,22.32924184387625,2.197019101071268,603.3813367578455,0,11,0,3021,0.01574110984802246,1.0151209831237793,0.5006783962249756,0.4818440710069504
exp_010_voip_transport_aes_cbc_128_1789042747_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.016223907470703125,506,514,510.0,4.0,123.27486480131672,62870.181048671526,1,1,506,514,0.016223907470703125,0.016223907470703125,0.016223907470703125,0.0
exp_010_voip_transport_aes_cbc_128_1789042747_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,620,0.010535955429077148,286,334,310.0,24.0,189.82616369849063,58846.1107465321,1,1,334,286,0.010535955429077148,0.010535955429077148,0.010535955429077148,0.0
exp_010_voip_transport_aes_cbc_128_1789042747_flow_3,172.28.0.2,172.28.0.3,,,ESP,315,94206,5.997720956802368,122,378,299.06666666666666,40.55337850212369,52.519949205496125,15706.966142390374,304,11,90608,3598,2.09808349609375e-05,0.028413057327270508,0.019101022155421556,0.005634343934697472
exp_011_voip_tunnel_3des_cbc_1789042789_flow_1,172.28.0.2,172.28.0.3,,,ESP,356,109744,6.986320972442627,270,374,308.2696629213483,23.699790946285034,50.95671976770511,15708.410826368061,344,12,105648,4096,5.9604644775390625e-06,0.06384396553039551,0.01967977738716233,0.009838458870612786
exp_011_voip_tunnel_3des_cbc_1789042789_flow_2,172.28.0.2,172.28.0.3,,,ICMP,12,3450,6.015122890472412,252,317,287.5,21.246568350363468,1.9949717102217925,573.5543666887653,0,12,0,3450,0.013139963150024414,1.0135960578918457,0.5468293536793102,0.48295595747434783
exp_012_voip_transport_3des_cbc_1789042832_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,9,1722,0.11724591255187988,94,278,191.33333333333334,62.87907265360851,76.76173782192714,14687.079169928726,5,4,930,792,0.0006079673767089844,0.035491943359375,0.014655739068984985,0.013602501285233732
exp_012_voip_transport_3des_cbc_1789042832_flow_2,172.28.0.2,172.28.0.3,,,ESP,352,100912,6.985306024551392,246,342,286.6818181818182,23.07081265786307,50.39149305167429,14446.324848950442,340,12,97240,3672,0.0001289844512939453,0.04229092597961426,0.01990115676510368,0.008878989504752313
exp_013_voip_tunnel_aes_gcm_16_256_1789042875_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.01860189437866211,506,514,510.0,4.0,107.51593140396298,54833.12501602112,1,1,506,514,0.01860189437866211,0.01860189437866211,0.01860189437866211,0.0
exp_013_voip_tunnel_aes_gcm_16_256_1789042875_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,363,114238,9.234867095947266,142,382,314.7052341597796,34.38541317579648,39.30754998729793,12370.291722999837,349,14,109642,4596,4.0531158447265625e-06,2.1939609050750732,0.025510682585489684,0.11504185445102365
exp_013_voip_tunnel_aes_gcm_16_256_1789042875_flow_3,172.28.0.2,172.28.0.3,,,ICMP,13,3500,7.005724191665649,157,318,269.2307692307692,39.97336391255066,1.8556254349072767,499.5914632442668,0,13,0,3500,0.004590034484863281,1.011335849761963,0.5838103493054708,0.47413105036149283
exp_014_voip_transport_aes_gcm_16_128_1789042918_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.008795022964477539,506,514,510.0,4.0,227.40133915259293,115974.68296782239,1,1,506,514,0.008795022964477539,0.008795022964477539,0.008795022964477539,0.0
exp_014_voip_transport_aes_gcm_16_128_1789042918_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.015423059463500977,286,318,302.0,16.0,129.67595727248838,39162.13909629149,1,1,318,286,0.015423059463500977,0.015423059463500977,0.015423059463500977,0.0
exp_014_voip_transport_aes_gcm_16_128_1789042918_flow_3,172.28.0.2,172.28.0.3,,,ESP,301,86902,6.0307228565216064,250,350,288.7109634551495,23.34629195913538,49.91109808246278,14409.881214492294,289,12,83022,3880,0.000164031982421875,0.06108593940734863,0.02010240952173869,0.0136338690030301
exp_015_voip_tunnel_aes_cbc_256_1789042961_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.013978004455566406,506,514,510.0,4.0,143.08194036978918,72971.78958859248,1,1,506,514,0.013978004455566406,0.013978004455566406,0.013978004455566406,0.0
exp_015_voip_tunnel_aes_cbc_256_1789042961_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.016963958740234375,286,318,302.0,16.0,117.89700921969867,35604.896784349,1,1,318,286,0.016963958740234375,0.016963958740234375,0.016963958740234375,0.0
exp_015_voip_tunnel_aes_cbc_256_1789042961_flow_3,172.28.0.2,172.28.0.3,,,ESP,392,126480,8.003332138061523,282,394,322.6530612244898,24.126834091566298,48.97959915167856,15803.417603837514,378,14,121556,4924,4.0531158447265625e-06,0.07364106178283691,0.020468880148494944,0.016476103111723227
exp_015_voip_tunnel_aes_cbc_256_1789042961_flow_4,172.28.0.2,172.28.0.3,,,ICMP,14,3954,8.003123044967651,248,319,282.42857142857144,23.429878012347167,1.7493171005040555,494.0571296709311,0,14,0,3954,0.0021228790283203125,1.010274887084961,0.6156248496128962,0.4689884473302754
exp_016_video_tunnel_aes_gcm_16_256_1789043005_flow_1,172.28.0.2,172.28.0.3,4500,4500,UDP,699,767670,6.970275163650513,102,1514,1098.2403433476395,280.24846839483416,100.28298504558832,110134.8199283931,687,12,760298,7372,8.106231689453125e-06,0.0426480770111084,0.009986067569699875,0.014613008840480302
exp_016_video_tunnel_aes_gcm_16_256_1789043005_flow_2,172.28.0.2,172.28.0.3,,,ICMP,12,6605,5.999315977096558,115,590,550.4166666666666,131.28306461823456,2.0002280336311853,1100.958846844498,0,12,0,6605,6.794929504394531e-05,1.0033679008483887,0.5453923615542325,0.4969236584392574
exp_017_video_transport_aes_gcm_16_128_1789043048_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.00999593734741211,506,514,510.0,4.0,200.0812860754663,102041.45589848781,1,1,506,514,0.00999593734741211,0.00999593734741211,0.00999593734741211,0.0
exp_017_video_transport_aes_gcm_16_128_1789043048_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.011235952377319336,286,318,302.0,16.0,178.0000424385172,53756.012816432194,1,1,318,286,0.011235952377319336,0.011235952377319336,0.011235952377319336,0.0
exp_017_video_transport_aes_gcm_16_128_1789043048_flow_3,172.28.0.2,172.28.0.3,,,ESP,709,773054,6.998067140579224,626,1498,1090.3441466854724,241.09892985018942,101.3136893026889,110466.78811029742,696,13,764916,8138,1.3113021850585938e-05,0.042591094970703125,0.00988427562228704,0.014917057298208096
exp_018_video_tunnel_aes_cbc_256_1789043091_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.00669097900390625,506,514,510.0,4.0,298.90992018244015,152444.05929304447,1,1,506,514,0.00669097900390625,0.00669097900390625,0.00669097900390625,0.0
exp_018_video_tunnel_aes_cbc_256_1789043091_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,604,0.01799297332763672,286,318,302.0,16.0,111.15450257062597,33568.65977632904,1,1,318,286,0.01799297332763672,0.01799297332763672,0.01799297332763672,0.0
exp_018_video_tunnel_aes_cbc_256_1789043091_flow_3,172.28.0.2,172.28.0.3,,,ESP,619,704158,6.0052900314331055,114,1514,1137.573505654281,258.59173542641395,103.07578764056488,117256.28509435362,607,12,696166,7992,9.5367431640625e-07,0.04743695259094238,0.009717297785490462,0.01265616186756843
exp_018_video_tunnel_aes_cbc_256_1789043091_flow_4,172.28.0.2,172.28.0.3,,,ICMP,12,7080,6.000704765319824,590,590,590.0,0.0,1.9997651058176042,1179.8614124323865,0,12,0,7080,0.0005369186401367188,1.021623134613037,0.545518615029075,0.4951707752159944
exp_019_video_transport_aes_cbc_128_1789043137_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.011250019073486328,506,514,510.0,4.0,177.77747637010978,90666.51294875599,1,1,506,514,0.011250019073486328,0.011250019073486328,0.011250019073486328,0.0
exp_019_video_transport_aes_cbc_128_1789043137_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,2,620,0.01147007942199707,286,334,310.0,24.0,174.3667089318007,54053.679768858216,1,1,334,286,0.01147007942199707,0.01147007942199707,0.01147007942199707,0.0
exp_019_video_transport_aes_cbc_128_1789043137_flow_3,172.28.0.2,172.28.0.3,,,ESP,743,818150,7.020143032073975,122,1514,1101.1440107671601,265.9333333889009,105.83829939152879,116543.2094847635,730,13,809908,8242,9.5367431640625e-07,0.04706311225891113,0.009461109207646866,0.01197648455151624
exp_020_video_tunnel_3des_cbc_1789043180_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,4,988,0.040103912353515625,198,286,247.0,39.63584236521283,99.74089222866927,24636.00038048131,2,2,504,484,0.001544952392578125,0.03287982940673828,0.013367970784505209,0.013899816004501988
exp_020_video_tunnel_3des_cbc_1789043180_flow_2,172.28.0.2,172.28.0.3,4500,4500,UDP,793,830526,10.299264907836914,102,1454,1047.3215636822194,327.7455857523525,76.99578631059296,80639.34731575225,778,15,821700,8826,1.9073486328125e-06,2.234380006790161,0.013004122358379942,0.07972084842990765
exp_020_video_tunnel_3des_cbc_1789043180_flow_3,172.28.0.2,172.28.0.3,,,ICMP,13,7670,7.010113954544067,590,590,590.0,0.0,1.8544634344457687,1094.1334263230035,0,13,0,7670,0.0008950233459472656,1.0135250091552734,0.5841761628786722,0.4912298562882523
exp_021_video_transport_3des_cbc_1789043225_flow_1,172.28.0.2,172.28.0.3,,,ESP,605,632366,5.979063987731934,78,1454,1045.2330578512397,308.63049168023207,101.18640664180239,105763.3772271901,594,11,625524,6842,9.5367431640625e-07,0.05770587921142578,0.00989911256247009,0.010434653604085199
exp_022_video_tunnel_aes_gcm_16_256_1789043267_flow_1,172.28.0.2,172.28.0.3,500,500,UDP,2,1020,0.006788015365600586,506,514,510.0,4.0,294.63692880474866,150264.83369042183,1,1,506,514,0.006788015365600586,0.006788015365600586,0.006788015365600586,0.0
